ID,serial number,class,function,function first,function end,code,number,Taisho,koreana,folio code,author,Indian translator,Tibetan translator,calibration,Chinese translation,Sanskrit title,Title romanisation,Tibetan title,Dazheng holding,Barry holding,Nanjo,Other,PDF,WEB_PDF,WEB_HTML,Remarks
57,110,寶積部,通帙第41Ga,41,41,57,57,0310-14,22,205b1-236b7,,,,,聖為阿難說處胎大乘經,Ārya-ānandagarbhāvakrāntinirdeśa,Ḥphags-pa dgaḥ-bo-la mṅal-na gnas-pa bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་དགའ་བོ་ལ་མངལ་ན་གནས་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(14),,23(14),,,,,
58,111,寶積部,通帙第41Ga,41,41,58,58,317,30,237a1-248a7,,,（目錄：Ḥgos chos-grub 法成）,,聖為長者難陀說入胎大乘經,Ārya-āyuṣmannandagarbhāvakrāntinirdeśa,Ḥphags-pa tshe-daṅ-ldan-pa dgaḥ-bo-la mṅal du ḥjug-pa bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཚེ་དང་ལྡན་པ་དགའ་བོ་ལ་མངལ་དུ་འཇུག་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(13),317",,"23(13),32",,,,,
59,113,寶積部,通帙第41Ga,41,41,59,59,318,31,248b1-297a3,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖文殊師利佛國土功德莊嚴大乘經,Ārya-mañjuśrībuddhakṣetraguṇavyūha-nāma-mahāyānasūtra,Ḥphags-pa ḥjam-dpal gyi saṅs-rgyas-kyi shiṅ-gi yon-tan bkod-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་འཇམ་དཔལ་གྱི་སངས་རྒྱས་ཀྱི་ཞིང་གི་ཡོན་ཏན་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(15),318,319",,"23(15),31",,,,,
60,116,寶積部,通帙第42Ṅa,42,42,60,60,320,1496,1b1-168a7,,Śīlendrabodhi、Jinamitra、Dānaśīla,Ye-śes sde,,聖父子會合大乘經,Ārya-pitāputrasamāgamana-nāma-mahāyānasūtra,Ḥphags-pa yab daṅ sras mjal-ba shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཡབ་དང་སྲས་མཇལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(16),320",,23(16),,KD0060M,KD0060M,KD0060M,
61,118,寶積部,通帙第42Ṅa,42,42,61,61,0310-17,22,168b1-227a6,,,,,聖富樓那所問大乘經,Ārya-pūrṇaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa gaṅ-pos shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་གང་པོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(17),,23(17),,KD0061M,KD0061M,KD0061M,
62,119,寶積部,通帙第42Ṅa,42,42,62,62,321,1206,227a7-257a7,,Jinamitra、Munivarma,Ye-śes sde,,聖持國天所問大乘經,Ārya-rāṣtrapālaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa yul-ḥkhor-skyoṅ-gis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཡུལ་འཁོར་སྐྱོང་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(18),321",,"23(18),873",,KD0062M,KD0062M,KD0062M,
63,121,寶積部,通帙第42Ṅa,42,42,63,63,322,32,257a7-288a4,,Surendrabodhi,Ye-śes sde,,聖郁伽長者所問大乘經,Ārya-gṛhapati-ugraparipṛcchā-nāma,Ḥphags-pa khyim-bdag-drag-śul-can-gyi shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཁྱིམ་བདག་དྲག་ཤུལ་ཅན་གྱི་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(19),322,323",,"23(19),33,34",,KD0063M,KD0063M,KD0063M,
64,124,寶積部,通帙第43Ca,43,43,64,64,0310-20,22,1b1-17b4,,,,,聖電得所問大乘經,Ārya-vidyutprāptaparipṛccā-nāma-mahāyānasūtra,Ḥphags-pa glog-thob-kyis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་གློག་ཐོབ་ཀྱིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(20),,23(20),,KD0095M,KD0095M,KD0095M,
65,125,寶積部,通帙第43Ca,43,43,65,65,324,34,17b4-36a1,,Jinamitra、Prajñāvarma,Ye-śes sde,,聖幻師仁賢授記大乘經,Ārya-bhadramāyākāravyākaraṇa-nāma-mahāyānasūtra,Ḥphags-pa sgyu-ma-mkhan bzaṅ-po luṅ-bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སྒྱུ་མ་མཁན་བཟང་པོ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(21),324",,"23(21),35",,,,,
66,127,寶積部,通帙第43Ca,43,43,66,66,0310-22,22,36a1-67b7,,Jinamitra、Surendrabodhi、Prajñāvarma,Ye-śes sde,,聖說大神變大乘經,Ārya-mahāprātihāryanirdeśa-nāma-mahāyānasūtra,Ḥphags-pa cho-ḥphrul chen-po bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཆོ་འཕྲུལ་ཆེན་པོ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(22),,23(22),,,,,
67,128,寶積部,通帙第43Ca,43,43,67,67,0310-23,22,68a1-114b7,,Jinamitra、Surendrabodhi、Prajñāvarma,Ye-śes sde,,聖彌勒大師子吼大乘經,Ārya-maitreyamahāsiṁhanāda-nāma-mahāyānasūtra,Ḥphags-pa byams-paḥi seṅ-geḥi-sgra chen-po shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བྱམས་པའི་སེང་གེའི་སྒྲ་ཆེན་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(23),,23(23),,,,,
68,129,寶積部,通帙第43Ca,43,43,68,68,325,35,115a1-131a7,,Jinamitra、Surendrabodhi、Prajñāvarma,Ye-śes sde,,聖律決定優波離所問大乘經,Ārya-vinayaviniścaya-upāliparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa ḥdul-ba rnam-par-gtan-la-dbab-pa ñe-bar-ḥkhor gyis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་འདུལ་བ་རྣམ་པར་གཏན་ལ་དབབ་པ་ཉེ་བར་འཁོར་གྱིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(24),325,326",,"23(24),36,979",,,,,
69,132,寶積部,通帙第43Ca,43,43,69,69,327,37,131a7-153b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖僧上意樂促進大乘經,Ārya-adhyāśayasañcodana-nāma-mahāyānasūtra,Ḥphags-pa lhag-paḥi-bsam-pa bskul-ba shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ལྷག་པའི་བསམ་པ་བསྐུལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(25),327",,"23(25),37",,,,,
70,134,寶積部,通帙第43Ca,43,43,70,70,0310-26,22,154a1-180b7,,Dānaśīla、Jinamitra,Ye-śes sde,,聖善臂所問大乘經,Ārya-subāhuparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa lag-bzaṅs-kyis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ལག་བཟངས་ཀྱིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(26),,23(26),,,,,
71,135,寶積部,通帙第43Ca,43,43,71,71,329,362,181a1-193b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖了義所問大乘經,Ārya-surataparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa ṅes-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ངེས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(27),328,329",,"23(27),43,44",,,,,
72,138,寶積部,通帙第43Ca,43,43,72,72,330,369,194a1-204b1,,Jinamitra、Dānaśīla,Ye-śes sde,,聖勤授長者所問大乘經,Ārya-viradattagṛhapatiparipṛccha-nāma-mahāyānasūtra,Ḥphags-pa khyim-bdag-dpas-byin-gyis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཁྱིམ་བདག་དཔས་བྱིན་གྱིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(28),330,331",,"23(28),389,947",,,,,
73,141,寶積部,通帙第43Ca,43,43,73,73,332,38,204b1-215b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖伐蹉王優陀延所問品,Ārya-udayanavatsarājaparipṛcchā-nāmaparivarta,Ḥphags-pa vatsaḥi-rgyal-po ḥchar-byed kyis shus-pa shes-bya-baḥi mdo,འཕགས་པ་བཏ་སའི་རྒྱལ་པོ་འཆར་བྱེད་ཀྱིས་ཞུས་པ་ཞེས་བྱ་བའི་མདོ,"310(29),332,333",,"23(29),38,788",,,,,
74,144,寶積部,通帙第43Ca,43,43,74,74,336,36,216a1-222a3,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖童女賢慧所問大乘經,Ārya-sumatidārikā-paripṛcchā-nāma-mahāyānasūtra,Ḥphags-pa bu-mo blo-gros-bzaṅ-mos shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བུ་མོ་བློ་གྲོས་བཟང་མོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(30),334,335,336",,"23(30),39,40",,,,,
75,148,寶積部,通帙第43Ca,43,43,75,75,0310-31,22,222a3-225b3,,Jinamitra、Dānaśīla,Ye-śes sde,,聖恒河上所問大乘經,Ārya-gaṅgottarāparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa gaṅ-gāḥi-mchog-gis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་གང་གཱའི་མཆོག་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(31),,23(31),,,,,
76,149,寶積部,通帙第43Ca,43,43,76,76,337,40,225b3-240b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖無憂施授記大乘經,Ārya-aśokadattavyākaraṇa-nāma-mahāyānasūtra,Ḥphags-pa mya-ṅan-med-kyis-byin-pa luṅ-bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་མྱ་ངེན་མེད་ཀྱིས་བྱིན་པ་ལུང་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(32),337",,"23(32),42",,,,,
77,151,寶積部,通帙第43Ca,43,43,77,77,338,41,241a1-261b6,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖無垢施所問大乘經,Ārya-vimaladattāparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa dri-ma-med-kyis-byin-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་དྲི་མ་མེད་ཀྱིས་བྱིན་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(33),338,339",,"23(33),41,45",,,,,
78,154,寶積部,通帙第43Ca,43,43,78,78,0310-34,22,261b6-266b8,,Jinamitra、Prajñāvarma,Ye-śes sde,,聖功德寶華開敷所問大乘經,Ārya-guṇaratnasaṅkusumitaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa yon-tan rin-chen-me-tog kun-tu-rgyas-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཡོན་ཏན་རིན་ཆེན་མེ་ཏོག་ཀུན་ཏུ་རྒྱས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(34),,23(34),,,,,
79,155,寶積部,通帙第43Ca,43,43,79,79,340,43,266b8-284b7,,Jinamitra、Dānaśīla、Munivarma,Ye-śes sde,,聖說佛國不思議大乘經,Ārya-acintyabuddhaviṣayanirdeśa-nāma-mahāyānasūtra,Ḥphags-pa saṅs-rgyas-kyi yul bsam-kyis-mi-khyab-pa bstan-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སངས་རྒྱས་ཀྱི་ཡུལ་བསམ་ཀྱིས་མི་ཁྱབ་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(35),340",,"23(35),46",,,,,
80,157,寶積部,通帙第43Ca-44Cha,43,44,80,80,342,44,285a1-27a4,,,,Kluḥi rgyal-mtshan,聖天子慧善住所問大乘經,Ārya-susthitamatidevaputraparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa lhaḥi-bu blo-gros-rab-gnas-kyis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ལྷའི་བུ་བློ་གྲོས་རབ་གནས་ཀྱིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(36),341,342",,"23(36),48,47",目錄譯者：Surendrabodhi、Prajñāvarma、Shaṅ Ye-śes sde,,,,
81,160,寶積部,通帙第44Cha,44,44,81,81,343,46,27a4-29b7,,Dānaśīla、Munivarma,Ye-śes sde,,聖師子所問大乘經,Ārya-siṁhaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa seṅ-ges shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སེང་གེས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(37),343,344",,"23(37),49,50",,,,,
82,163,寶積部,通帙第44Cha,44,44,82,82,345,48,30a1-70b7,,Dānaśīla、Karmavarma,Ye-śes sde,,聖最勝慧菩薩所問一切佛大秘密善巧方便品大乘經,Ārya-sarvabuddhamahārahasyopāyakauśalya-jñānottarabodhisattvaparipṛcchā-parivata-nāma-mahāyānasūtra,Ḥphags-pa saṅs-rgyas thams-cad-kyi gsaṅ chen thabs-la-mkhas-pa byaṅ-chub-sems-dpaḥ ye-śes dam-pas shus-paḥi leḥu shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་སངས་རྒྱས་ཐམས་ཅད་ཀྱི་གསང་ཆེན་ཐབས་ལ་མཁས་པ་བྱང་ཆུབ་སེམས་དཔའ་ཡེ་ཤེས་དམ་པས་ཞུས་པའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(38),345,346",,"23(38),52,926",,,,,
83,166,寶積部,通帙第44Cha,44,44,83,83,347,49,71a1-94b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖商主賢護所問大乘經,Ārya-bhadrapālaśreṣṭhiparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa tshoṅ-dpon bzaṅ-skyoṅ-gis shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཚོང་དཔོན་བཟང་སྐྱོང་གིས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(39),347",,"23(39),53",,,,,
84,168,寶積部,通帙第44Cha,44,44,84,84,0310-40,22,95a1-104b1,,,,,聖童女清淨信所問大乘經,Ārya-dārikā-vimalaśraddhāparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa bu-mo rnam-dag-dad-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བུ་མོ་རྣམ་དག་དད་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(40),,23(40),,,,,
85,169,寶積部,通帙第44Cha,44,44,85,85,348,50,104b1-116b2,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖彌勒所問大乘經,Ārya-maitreyaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa byams-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བྱམས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(41),348",,"23(41),54",,,,,
86,171,寶積部,通帙第44Cha,44,44,86,86,349,51,116b2-119a7,,Jinamitra、Dānaśīla,Ye-śes sde,,聖彌勒所問大乘經,Ārya-maitreyaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa byams-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བྱམས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(42),349",,"23(42),55",,,,,
87,173,寶積部,通帙第44Cha,44,44,87,87,350,52,119b1-151b8,,Jinamitra、Śīlendrabodhi,Ye-śes sde,,聖迦葉品大乘經,Ārya-kāśyapaparivarta-nāma-mahāyānasūtra,Ḥphags-pa ḥod-sruṅ-gi-leḥu shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་འོད་སྲུང་གི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(43),350,351,352",,"23(43),57,58,805",,,,,
88,177,寶積部,通帙第44Cha,44,44,88,88,0310-44,22,152a1-175b2,,Surendrabodhi,Ye-śes sde,,聖寶聚大乘經,Ārya-ratnarāśi-nāma-mahāyānasūtra,Ḥphags-pa rin-po-cheḥi phuṅ-po shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་རིན་པོ་ཆེའི་ཕུང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(44),,23(44),,,,,
89,178,寶積部,通帙第44Cha,44,44,89,89,0310-45,22,175b2-182b6,,Surendrabodhi,Ye-śes sde,Dharmatāśīla,聖無盡慧所問大乘經,Ārya-akṣayamatiparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa blo-gros-mi-zad-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བློ་གྲོས་མི་ཟད་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(45),,23(45),,,,,
90,179,寶積部,通帙第44Cha,44,44,90,90,0310-46,22,182b6-209b7,,Surendrabodhi,Ye-śes sde,,聖般若波羅蜜多七百（頌）大乘經,Ārya-saptaśatikā-nāma-prajñāpāramitā-mahāyānasūtra,Ḥphags-pa śes-rab-kyi-pha-rol-tu-phyin-pa bdun-brgya-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(46),,23(46),,,,,
91,180,寶積部,通帙第44Cha,44,44,91,91,0310-47,22,210a1-254b7,,Karmalaśīla、Dharmatāśīla,,,聖寶髻所問大乘經,Ārya-ratnacūḍaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa gtsug-na-rin-po-ches shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་གཙུག་ན་རིན་པོ་ཆེས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,310(47),,23(47),,,,,
92,181,寶積部,通帙第44Cha,44,44,92,92,353,54,255a1-277b7,,Jinamitra、Surendrabodhi,Ye-śes sde,,聖王妃勝鬘師子吼大乘經,Ārya-śrīmālādevīsiṁhanāda-nāma-mahāyānasūtra,Ḥphags-pa lha-mo dpal-phreṅ-gi-seṅ-geḥi sgra shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་ལྷ་མོ་དཔལ་ཕྲེང་གི་སེང་གེའི་སྒྲ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(48),353",,"23(48),59",,,,,
93,183,寶積部,通帙第44Cha,44,44,93,93,354,55,278a1-299a7,,Jinamitra、Dānaśīla,Ye-śes sde,,聖仙人廣博所問大乘經,Ārya-ṛṣi-vyāsaparipṛcchā-nāma-mahāyānasūtra,Ḥphags-pa draṅ-sroṅ-rgyas-pas shus-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་དྲང་སྲོང་རྒྱས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,"310(49),354",,"23(49),60",,,,,
94,185,經部,通帙第45Ka,45,45,94,94,425,387,1b1-340a5,,Vidyākarasiṁha,Dpal-dbyaṅs,Ska-ba dpal-brtsegs,聖賢劫大乘經,Ārya-bhadrakalpika-nāma-mahāyānasūtra,Ḥphags-pa bskal-ba bzaṅ-po shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བསྐལ་བ་བཟང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ,425,,403,,,,,
95,186,經部,通帙第46Kha,46,46,95,95,,,1b1-216b7,,Jinamitra、Dānaśīla、Munivarma,Ye-śes sde,,聖廣大遊戲大乘經,Ārya-latitavistara-nāma-mahāyānasūtra,Ḥphags-pa rgya-cher-rol-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་རྒྱ་ཆེར་རོལ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་དམོ,"186,187",,"159,16",,,,,
96,188,經部,通帙第46Kha,46,46,96,96,817,186,217a1-241b7,,Surendrabodhi,Ye-śes sde,,聖文殊師利戲喜大乘經,Ārya-mañjuśrivikrīḍita-nāma-mahāyānasūtra,Ḥphags-pa ḥjam-dpal rnam-par rol-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་འཇམ་དཔལ་རྣམ་པར་རོལ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་དམོ,"817,818",,"184,185",,,,,
97,190,經部,通帙第46Kha,46,46,97,97,589,463,242a1-257b7,,Śīlendrabodhi、Jinamitra,Ye-śes sde,,聖文殊師利神變品大乘經,Ārya-mañjuśrīvikurvāṇaparivarta-nāma-mahāyānasūtra,Ḥphags-pa ḥjam-dpal rnam-par ḥphrul-baḥi leḥu shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་འཇམ་དཔལ་རྣམ་པར་འཕྲུལ་བའི་ལེའུ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་དམོ,589,,517,,,,,
98,191,經部,通帙第46Kha,46,46,98,98,,,258a1-278a4,,Jinamitra、Surendrabodhi,Ye-śes sde、Cog-ro kluḥi rgyal-mtshan,,聖以一切如來加持力觀眾生說佛國土莊嚴大乘經,Ārya-sarvatathāgatādhiṣṭhānasattvāvalokena buddhakṣetranirdeśavyūha-nāma-mahāyānasūtra,Ḥphags-pa de-bshin-gśegs-pa thams-cad-kyi byin-gyi-rlabs sems-can-la gzigs śiṅ saṅs-rgyas-kyi shiṅ-gi bkod-pa kun-tu-ston-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་དེ་བཞིན་གཤེགས་པ་ཐམས་ཅད་ཀྱི་བྱིན་གྱི་རླབས་སེམས་ཅན་ལ་གཟིགས་ཤིང་སངས་རྒྱས་ཀྱི་ཞིང་གི་བཀོད་པ་ཀུན་ཏུ་སྟོན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་དམོ,1375,,504,,,,,
99,192,經部,通帙第47Ga,47,47,99,99,,,1b1-275b7,,Prajñāvarma、Ye-śes sñin-po、Viśuddhasiṁha、Sarvajñādeva,Dpal-brtsegs,,聖薄伽梵智方廣經究竟無邊寶大乘經,Ārya-niṣṭhāgatabhagavajjānavaipūlyasūtraratnānanta-nāma-mahāyānasūtra,Ḥphags-pa bcom-ldan-ḥdas-kyi ye-śes rgyas-paḥi mdo-sde rin-po-che mthaḥ-yas-pa mthar-phyin-pa shes-bya-ba theg-pa chen-poḥi mdo,འཕགས་པ་བཅོམ་ལྡན་འདས་ཀྱི་ཡེ་ཤེས་རྒྱས་པའི་མདོ་སྡེ་རིན་པོ་ཆེ་མཐའ་ཡས་པ་མཐར་ཕྱིན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་དམོ,,,,,,,,
