Class,By part,Book,Book end,Number,Number,Identifier,Other book,Page number,Book vol,actual volumes’ number,Name,Deputy by name,Translator,Goryeo,Korean,Remarks,number of notes,Annotated by,Related classic,References
阿含部類,阿含部下,2,2,149,149,0,,874,1,1,佛說阿難同學經,,後漢 安世高譯,740,19,,,,"縮-宿8,卍-14.2",
阿含部類,阿含部下,2,2,0150A,150,0,A,875,1,1,七處三觀經,(47經),後漢 安世高譯,738,19,,,,"縮-辰6,卍-14.2,*南-17-19",四七經
阿含部類,阿含部下,2,2,0150B,150,1,B,883,1,1,九橫經,,後漢 安世高譯,882,20,,,,"縮-宿7,卍-15.1",
阿含部類,阿含部下,2,2,151,151,0,,883,1,1,佛說阿含正行經,,後漢 安世高譯,813,20,,,,"縮-宿8,卍-14.10",
本緣部,本緣部上,3,3,152,152,0,,1,8,8,六度集經,,吳 康僧會譯,206,11,,,,"縮-宙5,卍-9.4,南-28-39,國-本1","cf.Nos.161,165,167,168,171,174,177,181"
本緣部,本緣部上,3,3,153,153,0,,52,3,3,菩薩本緣經,,吳 支謙譯,988,30,,,,"縮-藏7,卍-26.8,南-31-39,國-本8",cf.No.166
本緣部,本緣部上,3,3,154,154,0,,70,5,5,生經,,西晉 竺法護譯,799,19,,,,"縮-宿5,卍-14.3,*南-29-39,國-本11",
本緣部,本緣部上,3,3,155,155,0,,108,3,3,菩薩本行經,,失譯,403,13,,,,"縮-宙5,卍-12.1,*南-31-39",
本緣部,本緣部上,3,3,156,156,0,,124,7,7,大方便佛報恩經,,失譯,402,13,,,,"縮-宙5,卍-12.1",
本緣部,本緣部上,3,3,157,157,0,,167,10,10,悲華經,,北涼 曇無讖譯,126,9,,,,"縮-宙3,卍-9.4,國-經5",
本緣部,本緣部上,3,3,158,158,0,,233,8,8,大乘悲分陀利經,,失譯,125,9,,,,"縮-宙3,卍-10.2",
本緣部,本緣部上,3,3,159,159,0,,291,8,8,大乘本生心地觀經,,唐 般若譯,1385,37,,,,"縮-宇2,卍-15.8,國-經6",
本緣部,本緣部上,3,3,160,160,0,,331,16,16,菩薩本生鬘論,,宋 紹德慧詢等譯,,,,,,"縮-暑5,卍-25.10-26.1,國-本5-6",
本緣部,本緣部上,3,3,161,161,0,,386,1,1,長壽王經,,失譯,506,14,,,,"縮-宙6,卍-12.4,南-32.371,33.428",No.152(10)
本緣部,本緣部上,3,3,162,162,0,,388,1,1,金色王經,,東魏 瞿曇般若流支譯,370,12,,,,"縮-宙5,卍-11.4",
本緣部,本緣部上,3,3,163,163,0,,390,1,1,妙色王因緣經,,唐 義淨譯,496,13,,,,"縮-宙6,卍-12.5",
本緣部,本緣部上,3,3,164,164,0,,392,1,1,師子素馱娑王斷肉經,,唐 智嚴譯,488,13,,,,"縮-藏8,卍-12.5",
本緣部,本緣部上,3,3,165,165,0,,393,6,6,頂生王因緣經,,宋 施護等譯,1469,40,,,,"縮-宙6,卍-16.2,南-31.258",No.152(40)
本緣部,本緣部上,3,3,166,166,0,,406,1,1,月光菩薩經,,宋 法賢譯,1173,34,,,,"縮-宙8,卍-15.4",No.153(5)
本緣部,本緣部上,3,3,167,167,0,,408,1,1,太子慕魄經,,後漢 安世高譯,212,11,,,,"縮-宙5,卍-10.5,南-37.538","Nos.152(38),168"
本緣部,本緣部上,3,3,168,168,0,,410,1,1,太子墓魄經,,西晉 竺法護譯,210,11,,,,"縮-宙5,卍-10.5,南-37.538","Nos.152(38),167"
本緣部,本緣部上,3,3,169,169,0,,411,1,1,月明菩薩經,,吳 支謙譯,466,13,,,,"縮-宙6,卍-12.6",
本緣部,本緣部上,3,3,170,170,0,,412,1,1,德光太子經,,西晉 竺法護譯,479,13,,,,"縮-宙6,卍-12.6",
本緣部,本緣部上,3,3,171,171,0,,418,1,1,太子須大拏經,,西秦 聖堅譯,207,11,,,,"縮-宙5,卍-10.7,南-39.547",No.152(14)
本緣部,本緣部上,3,3,172,172,0,,424,1,1,菩薩投身飴餓虎起塔因緣經,,北涼 法盛譯,512,14,,,,"縮-黃10,卍-12.2",
本緣部,本緣部上,3,3,173,173,0,,428,4,4,福力太子因緣經,,宋 施護等譯,1467,40,,,,"縮-宿6,卍-15.7",
本緣部,本緣部上,3,3,174,174,0,,436,1,1,菩薩睒子經,,失譯,208,11,,,,"縮-宙5,卍-10.5,南-38.540",No.152(43)
本緣部,本緣部上,3,3,0175a,175,0,a,438,1,1,睒子經,,西晉 聖堅譯,209,11,,,,"縮-宙5,卍-10.5,*南-38.540",
本緣部,本緣部上,3,3,0175b,175,1,b,440,1,1,佛說睒子經,,乞伏秦 聖堅譯,209,11,,,,,
本緣部,本緣部上,3,3,0175c,175,2,c,442,1,1,佛說睒子經,,姚秦 聖堅譯,209,11,,,,,
本緣部,本緣部上,3,3,176,176,0,,443,1,1,師子月佛本生經,,失譯,502,14,,,,"縮-黃5,卍-11.7",
本緣部,本緣部上,3,3,177,177,0,,446,1,1,大意經,,劉宋 求那跋陀羅譯,499,13,,,,"縮-宙6,卍-12.6",No.152(9)
本緣部,本緣部上,3,3,178,178,0,,447,1,1,前世三轉經,,西晉 法炬譯,251,11,,,,"縮-宙6,卍-10.7",
本緣部,本緣部上,3,3,179,179,0,,450,1,1,銀色女經,,元魏 佛陀扇多譯,252,11,,,,"縮-宙6,卍-10.7",
本緣部,本緣部上,3,3,180,180,0,,452,1,1,過去世佛分衛經,,西晉 竺法護譯,517,14,,,,"縮-宙6,卍-12.5",
本緣部,本緣部上,3,3,0181a,181,0,a,452,1,1,九色鹿經,,吳 支謙譯,211,11,,,,"縮-宙5,卍-10.5,南-34.482,*34.483",No.152(58)
本緣部,本緣部上,3,3,0181b,181,1,b,453,1,1,佛說九色鹿經,,吳 支謙譯,211,11,,,,,
本緣部,本緣部上,3,3,0182a,182,0,a,454,1,1,鹿母經,,西晉 竺法護譯,462,13,,,,"縮-宙6,卍-12.6",
本緣部,本緣部上,3,3,0182b,182,1,b,455,1,1,佛說鹿母經,,西晉 竺法護譯,462,13,,,,,
本緣部,本緣部上,3,3,183,183,0,,457,1,1,一切智光明仙人慈心因緣不食肉經,,失譯,509,14,,,,"縮-黃5,卍-11.7",
本緣部,本緣部上,3,3,184,184,0,,461,2,2,修行本起經,,後漢 竺大力共康孟詳譯,765,19,,,,"縮-辰10,卍-14.3",
本緣部,本緣部上,3,3,185,185,0,,472,2,2,太子瑞應本起經,,吳 支謙譯,775,19,,,,"縮-辰10,卍-14.3",
本緣部,本緣部上,3,3,186,186,0,,483,8,8,普曜經,,西晉 竺法護譯,112,9,,,,"縮-宙4,卍-9.7-8",No.187
本緣部,本緣部上,3,3,187,187,0,,539,12,12,方廣大莊嚴經,,唐 地婆訶羅譯,111,9,,,,"縮-宙4,卍-9.7,國-本9",No.186
本緣部,本緣部上,3,3,188,188,0,,617,1,1,異出菩薩本起經,,西晉 聶道真譯,468,13,,,,"縮-辰10,卍-12.6",
本緣部,本緣部上,3,3,189,189,0,,620,4,4,過去現在因果經,,劉宋 求那跋陀羅譯,777,19,,,,"縮-辰10,卍-14.3,國-本4",
本緣部,本緣部上,3,3,190,190,0,,655,60,60,佛本行集經,,隋 闍那崛多譯,802,20,,,,"縮-辰7-9,卍-14.8-9,國-本2-3",
本緣部,本緣部上,3,3,191,191,0,,932,13,13,眾許摩訶帝經,,宋 法賢譯,1172,34,,,,"縮-辰10,卍-15.4,國-本4",
本緣部,本緣部下,4,4,192,192,0,,1,5,5,佛所行讚,,馬鳴菩薩造　北涼 曇無讖譯,980,29,,,,"縮-藏7,卍-26.7,國-本4-5",
本緣部,本緣部下,4,4,193,193,0,,54,7,7,佛本行經,,宋 釋寶雲譯,979,29,,,,"縮-藏7,卍-26.4",
本緣部,本緣部下,4,4,194,194,0,,115,3,3,僧伽羅剎所集經,,符秦 僧伽跋澄等譯,985,29,,,,"縮-藏7,卍-26.8,*南-28-39,國-本9",
本緣部,本緣部下,4,4,195,195,0,,146,1,1,佛說十二遊經,,東晉 迦留陀伽譯,1009,30,,,,"縮-藏8,卍-26.9,國-本6",
本緣部,本緣部下,4,4,196,196,0,,147,2,2,中本起經,,後漢 曇果共康孟詳譯,663,19,,,,"縮-辰10,卍-14.1,國-本6",
本緣部,本緣部下,4,4,197,197,0,,163,2,2,佛說興起行經,,後漢 康孟詳譯,804,20,,,,"縮-辰10,卍-15.1",
本緣部,本緣部下,4,4,198,198,0,,174,2,2,佛說義足經,,吳 支謙譯,800,19,,,,"縮-宿5,卍-14.3,南-24.4",
本緣部,本緣部下,4,4,199,199,0,,190,1,1,佛五百弟子自說本起經,,西晉 竺法護譯,829,20,,,,"縮-宿6,卍-15.1,國-本6",
本緣部,本緣部下,4,4,200,200,0,,203,10,10,撰集百緣經,,吳 支謙譯,981,29,,,,"縮-宿10,卍-26.4-5,國-本5",
本緣部,本緣部下,4,4,201,201,0,,257,15,15,大莊嚴論經,,馬鳴菩薩造　後秦 鳩摩羅什譯,587,16,,,,"縮-暑4,卍-21.6,國-本8",
本緣部,本緣部下,4,4,202,202,0,,349,13,13,賢愚經,,元魏 慧覺等譯,983,29,,,,"縮-宿9,卍-26.3-4,*南-28-37,國-本7",
本緣部,本緣部下,4,4,203,203,0,,447,10,10,雜寶藏經,,元魏 吉迦夜共曇曜譯,1001,30,,,,"縮-宿10,卍-26.5-6,*南-28-39,國-本1",
本緣部,本緣部下,4,4,204,204,0,,499,1,1,雜譬喻經,,後漢 支婁迦讖譯,1007,30,,,,"縮-暑7,卍-26.9",
本緣部,本緣部下,4,4,205,205,0,,502,2,2,雜譬喻經,,失譯,1014,30,,,,"縮-暑7,卍-26.9",
本緣部,本緣部下,4,4,206,206,0,,510,2,2,舊雜譬喻經,,吳 康僧會譯,1005,30,,,,"縮-暑7,卍-26.9,*南-28-37",
本緣部,本緣部下,4,4,207,207,0,,522,1,1,雜譬喻經,,道略集,1016,30,,,,"縮-暑7,卍-26.9",
本緣部,本緣部下,4,4,208,208,0,,531,2,2,眾經撰雜譬喻,,道略集　姚秦 鳩摩羅什譯,,,,,,*南-30-35,
本緣部,本緣部下,4,4,209,209,0,,543,4,4,百喻經,,僧伽斯那撰　蕭齊 求那毘地譯,987,30,,,,"縮-藏8,卍-26.9,國-本7",
本緣部,本緣部下,4,4,210,210,0,,559,2,2,法句經,,法救撰　吳 維祇難等譯,1021,30,,,,"縮-藏6,卍-26.9,南-23.法句",
本緣部,本緣部下,4,4,211,211,0,,575,4,4,法句譬喻經,,晉世 法炬共法立譯,1020,30,,,,"縮-藏6,卍-26.8,國-本11",
本緣部,本緣部下,4,4,212,212,0,,609,30,30,出曜經,,姚秦 竺佛念譯,982,29,,,,"縮-藏5-6,卍-26.2-3,國-本10-11",
本緣部,本緣部下,4,4,213,213,0,,777,4,4,法集要頌經,,法救集　宋 天息災譯,1119,33,,,,"縮-藏6,卍-27.2",
本緣部,本緣部下,4,4,214,214,0,,799,1,1,猘狗經,,吳 支謙譯,818,20,,,,"縮-宿8,卍-14.10",
本緣部,本緣部下,4,4,215,215,0,,800,1,1,群牛譬經,,西晉 法炬譯,885,20,,,,"縮-宿8,卍-5.1",
本緣部,本緣部下,4,4,216,216,0,,800,1,1,大魚事經,,東晉 竺曇無蘭譯,853,20,,,,"縮-宿8,卍-15.1",
本緣部,本緣部下,4,4,217,217,0,,801,1,1,譬喻經,,唐 義淨譯,868,20,,,,"縮-宿8,卍-15.1",
本緣部,本緣部下,4,4,218,218,0,,801,1,1,灌頂王喻經,,宋 施護等譯,1460,40,,,,"縮-宿8,卍-15.7",
本緣部,本緣部下,4,4,219,219,0,,802,1,1,醫喻經,,宋 施護譯,1446,40,,,,"縮-宿8,卍-15.7",
般若部類,般若部一,5,7,220,220,0,,1,600,600,大般若波羅蜜多經,,唐 玄奘譯,1,1,,,,"縮-洪,縮-荒,縮-日,卍-2.1-10,卍-3.1-5,卍-4.10,國-般1-6",cf.Nos.221-244
般若部類,般若部四,8,8,221,221,0,,1,20,20,放光般若經,,西晉 無羅叉譯,2,5,,,,"縮-月1-2,卍-5.1-2","Nos.220(2),222,223"
般若部類,般若部四,8,8,222,222,0,,147,10,10,光讚經,,西晉 竺法護譯,4,5,,,,"縮-月5,卍-5.4","Nos.220(2),221,223"
般若部類,般若部四,8,8,223,223,0,,217,27,27,摩訶般若波羅蜜經,,後秦 鳩摩羅什譯,3,5,,,,"縮-月3-4,卍-5.2-3","Nos.220(2).221,222;cf.Nos.1509,1696,1697"
般若部類,般若部四,8,8,224,224,0,,425,10,10,道行般若經,,後漢 支婁迦讖譯,6,5,,,,"縮-月6,卍-5.4-5","Nos.220(4or5),225-228;cf.No.229"
般若部類,般若部四,8,8,225,225,0,,478,6,6,大明度經,,吳 支謙譯,9,5,,,,"縮-月8,卍-5.5-6","Nos.220(4or5),224,226-228;cf.No.229"
般若部類,般若部四,8,8,226,226,0,,508,5,5,摩訶般若鈔經,,前秦 曇摩蜱共竺佛念譯,5,5,,,,"縮-月8,卍-5.5","Nos.220(4or5),224,225,227,228;cf.No.229"
般若部類,般若部四,8,8,227,227,0,,536,10,10,小品般若波羅蜜經,,後秦 鳩摩羅什譯,7,5,,,,"縮-月6,卍-5.5","Nos.220(4or5),224-226;cf.229"
般若部類,般若部四,8,8,228,228,0,,587,25,25,佛說佛母出生三法藏般若波羅蜜多經,,宋 施護譯,1423,40,,,,"縮-月7,卍-15.6","Nos.220(4or5),224-227;cf.No.229"
般若部類,般若部四,8,8,229,229,0,,676,3,3,佛說佛母寶德藏般若波羅蜜經,,宋 法賢譯,1200,34,,,,"縮-月8,卍-15.5,國-釋下","cf.No.220(4or5),etc."
般若部類,般若部四,8,8,230,230,0,,684,1,1,聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經,,宋 施護等譯,1455,40,,,,"縮-成12,卍-16.1",
般若部類,般若部四,8,8,231,231,0,,687,7,7,勝天王般若波羅蜜經,,陳 月婆首那譯,8,5,,,,"縮-月8,卍-5.6",No.220(6)
般若部類,般若部四,8,8,232,232,0,,726,2,2,文殊師利所說摩訶般若波羅蜜經,,梁 曼陀羅仙譯,10,5,,,,"縮-月9,卍-5.6","Nos.220(7),233"
般若部類,般若部四,8,8,233,233,0,,732,1,1,文殊師利所說般若波羅蜜經,,梁 僧伽婆羅譯,11,5,,,,"縮-月9,卍-5.6","Nos.220(7),232"
般若部類,般若部四,8,8,234,234,0,,740,2,2,佛說濡首菩薩無上清淨分衛經,,宋 翔公譯,12,5,,,,"縮-月9,卍-5.6",No.220(8)
般若部類,般若部四,8,8,235,235,0,,748,1,1,金剛般若波羅蜜經,,後秦 鳩摩羅什譯,13,5,,,,"縮-月9,卍-5.6","Nos.220(9),236-239;cf.Nos.1698-1703,2201,2732,2733,2735-2741"
般若部類,般若部四,8,8,0236a,236,0,a,752,1,1,金剛般若波羅蜜經,,元魏 菩提流支譯,14,5,,,,"縮-月9,卍-5.6","Nos.220(9),235,237-239;cf.No.1704"
般若部類,般若部四,8,8,0236b,236,1,b,757,1,1,金剛般若波羅蜜經,,元魏 菩提流支譯,14,5,,,,,別卷
般若部類,般若部四,8,8,237,237,0,,762,1,1,金剛般若波羅蜜經,,陳 真諦譯,15,5,,,,"縮-月9,卍-5.6","Nos.220(9),235,236,238,239"
般若部類,般若部四,8,8,238,238,0,,766,1,1,金剛能斷般若波羅蜜經,,隋 笈多譯,,,,,,"縮-月9,卍-5.6","Nos.220(9),235-237,239"
般若部類,般若部四,8,8,239,239,0,,771,1,1,佛說能斷金剛般若波羅蜜多經,,唐 義淨譯,17,5,,,,"縮-月9,卍-5.6","Nos.220(9),235-238"
般若部類,般若部四,8,8,240,240,0,,776,1,1,實相般若波羅蜜經,,唐 菩提流志譯,18,5,,,,"縮-成3,卍-5.6","Nos.220(10),241-244"
般若部類,般若部四,8,8,241,241,0,,778,1,1,金剛頂瑜伽理趣般若經,,唐 金剛智譯,,,,,,"縮-[門@壬]8,卍-16.6","Nos.220(10),240,242-244"
般若部類,般若部四,8,8,242,242,0,,781,1,1,佛說遍照般若波羅蜜經,,宋 施護譯,1189,34,,,,"縮-成3,卍-15.4","Nos.220(10),240,241,243,244"
般若部類,般若部四,8,8,243,243,0,,784,1,1,大樂金剛不空真實三麼耶經,,唐 不空譯,1275,36,,,,"縮-[門@壬]8,卍-16.6","Nos.220(10),240-242;cf.Nos.2236-2239"
般若部類,般若部四,8,8,244,244,0,,786,7,7,佛說最上根本大樂金剛不空三昧大教王經,,宋 法賢譯,1256,34,,,,"縮-成3,卍-16.6","Nos.220(10),240-243,1003"
般若部類,般若部四,8,8,245,245,0,,825,2,2,佛說仁王般若波羅蜜經,,後秦 鳩摩羅什譯,19,5,,,,"縮-月9,卍-5.6,國-釋下","No.246;cf.Nos.1700,1705-1708,2744,2745"
般若部類,般若部四,8,8,246,246,0,,834,2,2,仁王護國般若波羅蜜多經,,唐 不空譯,1340,37,,,,"縮-閏7,卍-15.9","No.245;cf.Nos.1709,2200"
般若部類,般若部四,8,8,247,247,0,,845,1,1,佛說了義般若波羅蜜多經,,宋 施護譯,1415,40,,,,"縮-月9,卍-15.10",
般若部類,般若部四,8,8,248,248,0,,845,1,1,佛說五十頌聖般若波羅蜜經,,宋 施護譯,1192,34,,,,"縮-月9,卍-15.5",
般若部類,般若部四,8,8,249,249,0,,846,1,1,佛說帝釋般若波羅蜜多心經,,宋 施護譯,1190,34,,,,"縮-月9,卍-15.5",
般若部類,般若部四,8,8,250,250,0,,847,1,1,摩訶般若波羅蜜大明[口*兄]經,,姚秦 鳩摩羅什譯,21,5,,,,"縮-閏8,卍-5.6","Nos.251-255,257"
般若部類,般若部四,8,8,251,251,0,,848,1,1,般若波羅蜜多心經,,唐 玄奘譯,20,5,,,,"縮-月9,卍-5.6","Nos.252-255,257;cf.Nos.1710-1714,2202,2746,2747"
般若部類,般若部四,8,8,252,252,0,,849,1,1,普遍智藏般若波羅蜜多心經,,唐 法月重譯,1267,36,,,,"縮-月9,續-1.1.4","Nos.250,251,253-255,257"
般若部類,般若部四,8,8,253,253,0,,849,1,1,般若波羅蜜多心經,,唐 般若共利言等譯,1383,37,,,,"縮-月9,續-1.1.4","Nos.250-252,254,255,257"
般若部類,般若部四,8,8,254,254,0,,850,1,1,般若波羅蜜多心經,,唐 智慧輪譯,,,,,,續-1.87.4,"250-253,255,257;cf.No.256"
般若部類,般若部四,8,8,255,255,0,,850,1,1,般若波羅蜜多心經,,唐 法成譯,,,,,,,"Nos.250-254,257;cf.No.256"
般若部類,般若部四,8,8,256,256,0,,851,1,1,唐梵翻對字音般若波羅蜜多心經,([燉煌出S.700])(1卷並序),,,,,,註:書前目錄的「翻」字在內文為[番*飛].,,"并序cf.Nos.254,255,257"
般若部類,般若部四,8,8,257,257,0,,852,1,1,佛說聖佛母般若波羅蜜多經,,宋 施護譯,1427,40,,,,"縮-月9,卍-15.7",Nos.250-255;cf.No.256
般若部類,般若部四,8,8,258,258,0,,852,1,1,佛說聖佛母小字般若波羅蜜多經,,宋 天息災譯,1090,33,,,,"縮-月8,卍-15.2",
般若部類,般若部四,8,8,259,259,0,,854,1,1,佛說觀想佛母般若波羅蜜多菩薩經,,宋 天息災譯,1139,33,,,,"縮-成12,卍-15.3",
般若部類,般若部四,8,8,260,260,0,,854,4,4,佛說開覺自性般若波羅蜜多經,,宋 惟淨等譯,1485,41,,,,"縮-月9,續-1.1.4",
般若部類,般若部四,8,8,261,261,0,,865,10,10,大乘理趣六波羅蜜多經,,唐 般若譯,1381,37,,,,"縮-閏16,卍-16.1",
法華部類,法華部全,9,9,262,262,0,,1,7,7,妙法蓮華經,,姚秦 鳩摩羅什譯,116,9,,,,"縮-盈1,卍-9.2,國-法","Nos.263,264;cf.Nos.265,1715-1729,2187-2192,2195,2748-2752"
法華部類,法華部全,9,9,263,263,0,,63,10,10,正法華經,,西晉 竺法護譯,117,9,,,,"縮-盈2,卍-9.3","Nos.262,264;cf.No.265"
法華部類,法華部全,9,9,264,264,0,,134,7,7,添品妙法蓮華經,,隋 闍那崛多共笈多譯,118,9,,,,"縮-盈2,卍-9.3","Nos.262,263;cf.No.265"
法華部類,法華部全,9,9,265,265,0,,197,1,1,薩曇分陀利經,,失譯,115,9,,,,,"Nos.262(11,12),263(11),264(11)"
法華部類,法華部全,9,9,266,266,0,,198,3,3,佛說阿惟越致遮經,,西晉 竺法護譯,135,10,,,,"縮-盈3,卍-9.5","Nos.267,268"
法華部類,法華部全,9,9,267,267,0,,226,4,4,不退轉法輪經,,失譯,137,10,,,,"縮-盈3,卍-9.6,國-法","Nos.266,268"
法華部類,法華部全,9,9,268,268,0,,254,6,6,佛說廣博嚴淨不退轉輪經,,宋 智嚴譯,136,10,,,,"縮-盈3,卍-9.7","Nos.266,267"
法華部類,法華部全,9,9,269,269,0,,285,1,1,佛說法華三昧經,,宋 智嚴譯,113,9,,,,"縮-盈2,卍-9.2",
法華部類,法華部全,9,9,270,270,0,,290,2,2,大法鼓經,,劉宋 求那跋陀羅譯,416,13,"原相關經文為271 , 實際應無",,,"縮-盈4,卍-12.2,國-法",
法華部類,法華部全,9,9,271,271,0,,300,3,3,佛說菩薩行方便境界神通變化經,,劉宋 求那跋陀羅譯,162,10,"原相關經文為270 , 實際應為272",,,"縮-盈4,卍-10.1",No.272
法華部類,法華部全,9,9,272,272,0,,317,10,10,大薩遮尼乾子所說經,,元魏 菩提留支譯,163,10,"原無相關經文 , 實際應為271",,,"縮-盈4,卍-10.1",No.271
法華部類,法華部全,9,9,273,273,0,,365,1,1,金剛三昧經,,失譯,521,14,,,,"縮-盈4,卍-11.10",cf.No.1730
法華部類,法華部全,9,9,274,274,0,,374,1,1,佛說濟諸方等學經,,西晉 竺法護譯,147,10,,,,"縮-盈9,卍-10.6,國-法",No.275
法華部類,法華部全,9,9,275,275,0,,379,1,1,大乘方廣總持經,,隋 毘尼多流支譯,148,10,,,,"縮-盈9,卍-10.7",No.274
法華部類,法華部全,9,9,276,276,0,,383,1,1,無量義經,,蕭齊 曇摩伽陀耶舍譯,114,9,,,,"縮-盈1,卍-9.2,國-法",cf.No.2193
法華部類,法華部全,9,9,277,277,0,,389,1,1,佛說觀普賢菩薩行法經,,劉宋 曇無蜜多譯,380,12,,,,"縮-盈4,卍-11,4,國-法",cf.No.2194
華嚴部類,華嚴部上,9,9,278,278,0,,395,60,60,大方廣佛華嚴經,,東晉 佛馱跋陀羅譯,79,8,,,,"縮-天7-9,卍-7.3-5","No.279;cf.Nos.280-287,289-297,1731-1734,2753,2754,2756,2757"
華嚴部類,華嚴部下,10,10,279,279,0,,1,80,80,大方廣佛華嚴經,,唐 實叉難陀譯,80,8,,,,"縮-天1-4,卍-7.6-9,國-華1-4","No.278;cf.Nos.280-297,1735-1743,2706A,2755"
華嚴部類,華嚴部下,10,10,280,280,0,,445,1,1,佛說兜沙經,,後漢 支婁迦讖譯,90,8,,,,"縮-天10,卍-8.3","Nos.278(3,5),279(7,9)"
華嚴部類,華嚴部下,10,10,281,281,0,,446,1,1,佛說菩薩本業經,,吳 支謙譯,94,8,,,,"縮-天10,卍-8.2,國-華4","Nos.278(7,11),279(1,15),282;cf.Nos.283,284"
華嚴部類,華嚴部下,10,10,282,282,0,,451,1,1,諸菩薩求佛本業經,,西晉 聶道真譯,93,8,,,,"縮-天10,卍-8.4","Nos.278(7),279(11)281"
華嚴部類,華嚴部下,10,10,283,283,0,,454,1,1,菩薩十住行道品,,西晉 竺法護譯,92,8,,,,"縮-天10,卍-8.4","Nos.278(1),279(15),281(2),284"
華嚴部類,華嚴部下,10,10,284,284,0,,456,1,1,佛說菩薩十住經,,東晉 祇多蜜譯,97,8,,,,"縮-天10,卍-8.4","Nos.278(11),279(15),281(2),283"
華嚴部類,華嚴部下,10,10,285,285,0,,458,5,5,漸備一切智德經,,西晉 竺法護譯,89,8,,,,"縮-天10,卍-8.4","Nos.278(22),279(26),286,287"
華嚴部類,華嚴部下,10,10,286,286,0,,497,4,4,十住經,,姚秦 鳩摩羅什譯,98,8,,,,"縮-天10,卍-8.3","Nos.278(22),279(26),285,287"
華嚴部類,華嚴部下,10,10,287,287,0,,535,9,9,佛說十地經,,唐 尸羅達摩譯,1388,37,,,,"縮-閏8,續-1.2.4","Nos.278(22),279(26),285,286"
華嚴部類,華嚴部下,10,10,288,288,0,,574,3,3,等目菩薩所問三昧經,,西晉 竺法護譯,100,8,,,,"縮-天10,卍-8.4",No.279(27)
華嚴部類,華嚴部下,10,10,289,289,0,,591,1,1,顯無邊佛土功德經,,唐 玄奘譯,101,8,,,,"縮-天10,卍-8.2","Nos.278(26),279(31),290"
華嚴部類,華嚴部下,10,10,290,290,0,,592,1,1,佛說較量一切佛剎功德經,,宋 法賢譯,1217,34,,,,"縮-天10,卍-15.5","Nos.278(26),279(31),289"
華嚴部類,華嚴部下,10,10,291,291,0,,592,4,4,佛說如來興顯經,,西晉 竺法護譯,99,8,,,,"縮-天10,卍-8.2","Nos.278(32),279(37)"
華嚴部類,華嚴部下,10,10,292,292,0,,617,6,6,度世品經,,西晉 竺法護譯,103,8,,,,"縮-天10,卍-8.3","Nos.278(33),279(38)"
華嚴部類,華嚴部下,10,10,293,293,0,,661,40,40,大方廣佛華嚴經,,唐 般若譯,1262,36,,,,"縮-天5-6,卍-7.1-8.1","Fasc.1-39=Nos.278(34),279(39);Fasc.40=Nos.278(31),279(36),294-297;cf.No.2206B"
華嚴部類,華嚴部下,10,10,294,294,0,,851,3,3,佛說羅摩伽經,,西秦 聖堅譯,102,8,,,,"縮-天11,卍-8.4","Nos.278(34),279(39),293"
華嚴部類,華嚴部下,10,10,295,295,0,,876,1,1,大方廣佛華嚴經入法界品,,唐 地婆訶羅譯,104,8,,,,"縮-天11,卍-8.3","Nos.278(34),279(39),293"
華嚴部類,華嚴部下,10,10,296,296,0,,878,1,1,文殊師利發願經,,東晉 佛陀跋陀羅譯,1029,30,,,,"縮-天11,卍-26.6","Nos.297;cf.278(31),279(36),293(Fasc,40)"
華嚴部類,華嚴部下,10,10,297,297,0,,880,1,1,普賢菩薩行願讚,,唐 不空譯,1282,36,,,,"縮-閏15,卍-19.7","No.296;cf.278(31),279(36),293(Fasc.40)"
華嚴部類,華嚴部下,10,10,298,298,0,,883,1,1,大方廣普賢所說經,,唐 實叉難陀譯,91,8,,,,"縮-天11,卍-8.2",
華嚴部類,華嚴部下,10,10,299,299,0,,884,5,5,大方廣總持寶光明經,,宋 法天譯,1095,33,,,,"縮-天11,卍-15.2",
華嚴部類,華嚴部下,10,10,300,300,0,,905,1,1,大方廣佛華嚴經不思議佛境界分,,唐 提雲般若譯,88,8,,,,"縮-天11,卍-8.2,國-華4",No.301
華嚴部類,華嚴部下,10,10,301,301,0,,909,1,1,大方廣如來不思議境界經,,唐 實叉難陀譯,87,8,,,,"縮-天11,卍-8.2",No.300
華嚴部類,華嚴部下,10,10,302,302,0,,912,1,1,度諸佛境界智光嚴經,,失譯,85,8,,,,"縮-天11,卍-7.2","Nos.303,304"
華嚴部類,華嚴部下,10,10,303,303,0,,917,2,2,佛華嚴入如來德智不思議境界經,,隋 闍那崛多譯,82,8,,,,"縮-天11,卍-8.2,國-華4","Nos.302,304"
華嚴部類,華嚴部下,10,10,304,304,0,,924,1,1,大方廣入如來智德不思議經,,唐 實叉難陀譯,86,8,,,,"縮-天11,卍-8.2","No.302,303"
華嚴部類,華嚴部下,10,10,305,305,0,,928,5,5,信力入印法門經,,元魏 曇摩流支譯,81,8,,,,"縮-天11,卍-8.2",
華嚴部類,華嚴部下,10,10,306,306,0,,959,1,1,大方廣佛花嚴經修慈分,,唐 提雲般若等譯,84,8,,,,"縮-天11,卍-8.2",
